-0.84799743	0.503698193	0.350932463	0.310201269	0.299269159	0.462777349	0.217195802	-0.744809551	normal/over
-0.488169924	0.206915438	0.296895186	0.204864676	0.294088238	0.218365141	0.12366858	-0.447964667	normal/over
-0.480581983	1.082100088	1.224031783	1.220469032	1.174297439	1.056065702	1.176775245	-0.402120363	low
1.641674471	-2.190348653	-2.250942977	-2.253747508	-2.259397573	-2.191587725	-2.231725702	1.636468475	normal/over
-1.633287024	0.846810417	0.914959508	0.896297683	0.856350858	0.922798308	0.840329745	-1.440634062	normal/over
1.411571634	-0.295408857	0.070582797	-0.019178041	0.081011655	-0.253050569	-0.090993548	1.367976633	normal/over
-0.509263751	0.873794562	0.974973431	0.932090467	0.971245026	0.865634854	0.91437243	-0.376493093	low
1.772664162	-1.165352689	-1.196734959	-1.342017411	-1.194829817	-1.154402266	-1.511859865	1.846499227	normal/over
-1.410829807	0.715789546	0.788238876	0.72827474	0.802523749	0.77852203	0.706950103	-1.425706913	normal/over
0.855986626	-2.018651604	-1.742001178	-1.542926362	-1.744697012	-1.951679257	-1.30993717	0.85627001	normal/over
1.189460089	-0.997278824	-0.868100521	-0.961188853	-0.865936774	-0.983732251	-1.063793085	1.165843532	normal/over
-0.166565098	0.105126552	-0.070069946	-0.148565281	-0.059087126	0.083551758	-0.212105587	-0.192143466	normal/over
-2.603909469	1.159355625	1.624449778	1.584217883	1.624614087	1.233594636	1.585799991	-2.609708918	low
-2.027331928	1.443800796	1.810864981	1.800485821	1.820737039	1.530013512	1.837494169	-1.97832371	normal/over
-0.869149462	0.517323661	0.384712816	0.324589427	0.400004219	0.586027759	0.29321148	-0.909279647	low
-1.101139146	0.925654377	0.940626634	0.920672926	0.929349557	0.978807648	0.893130966	-0.949840654	low
0.581831585	-0.218978231	-0.077407782	0.001983815	-0.060797402	-0.253213655	0.056871504	0.514060484	normal/over
-0.155433758	0.353470892	-0.027491945	-0.035211635	-0.03043163	0.307655782	-0.054408278	-0.149152259	normal/over
0.589153669	-1.311592669	-1.336642659	-1.187089537	-1.335791055	-1.313763672	-0.996171095	0.559577012	low
-1.279134472	1.02158575	1.096572169	1.074782077	1.104240944	1.105190744	1.081235287	-1.315023773	low
0.670651086	-0.846517617	-0.772843845	-0.846206405	-0.77489621	-0.844553739	-0.949059545	0.694782531	low
-0.467188749	0.73644245	0.559969391	0.567590397	0.57342204	0.841387239	0.574775956	-0.572115958	low
1.063803316	-2.058603835	-2.067801525	-2.00474179	-2.073671132	-2.021778957	-1.877957989	1.022135058	normal/over
-0.112825313	0.878150374	0.742238498	0.774897939	0.754666281	0.869891793	0.810737533	-0.15430794	low
-0.34108663	1.168729976	0.575174211	0.740317514	0.579600637	1.030182349	0.875070254	-0.311116226	normal/over
0.5126877	-0.283254522	0.057683175	0.157006679	0.045335191	-0.296468453	0.232626664	0.520063535	low
-1.268005303	0.25625882	0.452139104	0.356637294	0.453231783	0.311831536	0.277376422	-1.431139015	normal/over
-0.503917155	0.866193967	0.384486515	0.462081729	0.39899927	0.910766555	0.566142294	-0.503245007	normal/over
-2.13242356	1.21499755	1.554629611	1.52882798	1.577021671	1.302188556	1.564748134	-2.267873571	normal/over
0.018126343	0.125962309	-0.174913535	-0.152069404	-0.172595777	-0.064588279	-0.170663439	0.082585825	low
0.441131761	-0.15855462	-0.020926197	-0.073368805	-0.018811429	-0.134865414	-0.124108614	0.383248586	normal/over
0.674467273	-0.580305085	-0.508759269	-0.620342467	-0.510378056	-0.585563446	-0.737575177	0.680475884	normal/over
0.661908693	-0.533684749	-0.363270381	-0.406576883	-0.376628404	-0.506111795	-0.485398117	0.68587232	normal/over
0.441206466	-0.723800868	-0.727728734	-0.661531161	-0.723879877	-0.74487627	-0.58186046	0.441341439	low
-0.531632012	0.965747985	1.079686272	1.065865786	1.058744029	0.944132394	1.039943471	-0.463689247	normal/over
-0.416945082	0.830109144	0.495199245	0.499849023	0.503674529	0.831141621	0.5101652	-0.410608465	normal/over
-0.288148332	0.689475664	0.700628278	0.690414328	0.658298271	0.573044269	0.627770482	-0.197558171	normal/over
-2.782570256	0.315094705	0.541390364	0.459512376	0.544436541	0.374099472	0.391216492	-3.741957248	low
-0.385478813	0.904511577	0.24014953	0.363268203	0.253158829	0.95032525	0.500728577	-0.428617658	normal/over
-1.574371669	1.128481019	1.361747619	1.338206847	1.335842801	1.158948284	1.313982226	-1.549179231	normal/over
-0.929205639	1.299939152	1.425089348	1.433433471	1.372618474	1.368940975	1.40041913	-0.775443024	normal/over
-0.322871523	1.076297458	0.943259837	0.969590952	0.962556976	1.131326853	1.023504238	-0.38400742	normal/over
-0.002263237	0.437957132	0.471141861	0.502039967	0.395515175	0.279364355	0.421155402	0.118994445	normal/over
0.212797766	0.136055583	0.251513495	0.253861777	0.242329832	0.080210266	0.23504502	0.257153327	normal/over
0.994686525	-1.501042275	-1.344135577	-1.246191993	-1.347338468	-1.500923097	-1.120321681	0.987467918	normal/over
0.468705183	-0.465292774	-0.396527777	-0.478328846	-0.388294628	-0.444752937	-0.567498819	0.459340881	normal/over
0.275681027	0.256680169	0.415663806	0.412753394	0.425006655	0.261973404	0.42632981	0.253768655	normal/over
0.494410888	-0.39657225	-0.315827326	-0.408583373	-0.309432871	-0.382085614	-0.505748983	0.456399713	normal/over
1.136715385	-0.739186846	-0.60845242	-0.702235852	-0.612307133	-0.695733286	-0.821174495	1.066433334	normal/over
0.588962416	-0.676769563	-0.501055807	-0.3447193	-0.504383506	-0.670290532	-0.200306312	0.592395373	normal/over
-0.244096547	0.486682264	0.168561607	0.17118492	0.181224735	0.494175743	0.169062065	-0.289137334	normal/over
0.900217798	-1.568566121	-1.202955331	-1.025495687	-1.230703066	-1.528977579	-0.89883812	0.925319694	normal/over
-0.024390508	0.726293201	0.354738616	0.405451893	0.372055394	0.576867938	0.454098054	-0.028740833	low
0.150094897	0.333167452	0.335832514	0.366541177	0.344745804	0.317389921	0.394319838	0.147606544	normal/over
0.404472731	-0.227394266	-0.105466029	-0.052155832	-0.0981354	-0.28966644	-0.042779935	0.436277589	normal/over
